,date,seller,daily_sales
1718,2023-09-03,Елена Новикова,171.28
1719,2023-09-03,Михаил Смирнов,136.94
1720,2023-09-03,Сергей Антонов,165.39
1721,2023-09-03,Максим Иванов,142.21
1722,2023-09-04,Иван Петров,122.16
1723,2023-09-04,Мария Сидорова,118.46
1724,2023-09-04,Алексей Козлов,71.94
1725,2023-09-04,Елена Новикова,132.58
1726,2023-09-04,Михаил Смирнов,83.92
1727,2023-09-04,Сергей Антонов,124.24
1728,2023-09-04,Максим Иванов,111.02
1729,2023-09-05,Иван Петров,155.15
1730,2023-09-05,Мария Сидорова,93.3
1731,2023-09-05,Алексей Козлов,89.52
1732,2023-09-05,Елена Новикова,99.42
1733,2023-09-05,Михаил Смирнов,90.9
1734,2023-09-05,Сергей Антонов,124.0
1735,2023-09-05,Максим Иванов,51.51
1736,2023-09-06,Иван Петров,68.39
1737,2023-09-06,Мария Сидорова,67.97
1738,2023-09-06,Алексей Козлов,128.51
1739,2023-09-06,Елена Новикова,151.32
1740,2023-09-06,Михаил Смирнов,96.87
1741,2023-09-06,Сергей Антонов,94.94
1742,2023-09-06,Максим Иванов,102.1
1743,2023-09-07,Иван Петров,134.86
1744,2023-09-07,Мария Сидорова,72.18
1745,2023-09-07,Алексей Козлов,107.15
1746,2023-09-07,Елена Новикова,129.26
1747,2023-09-07,Михаил Смирнов,115.03
1748,2023-09-07,Сергей Антонов,105.69
1749,2023-09-07,Максим Иванов,130.03
1750,2023-09-08,Иван Петров,18.9
1751,2023-09-08,Мария Сидорова,120.34
1752,2023-09-08,Алексей Козлов,80.38
1753,2023-09-08,Елена Новикова,45.08
1754,2023-09-08,Михаил Смирнов,115.34
1755,2023-09-08,Сергей Антонов,141.21
1756,2023-09-08,Максим Иванов,95.88
1757,2023-09-09,Иван Петров,178.59
1758,2023-09-09,Мария Сидорова,198.37
1759,2023-09-09,Алексей Козлов,189.45
1760,2023-09-09,Елена Новикова,199.2
1761,2023-09-09,Михаил Смирнов,172.26
1762,2023-09-09,Сергей Антонов,152.26
1763,2023-09-09,Максим Иванов,101.94
1764,2023-09-10,Иван Петров,142.62
1765,2023-09-10,Мария Сидорова,124.7
1766,2023-09-10,Алексей Козлов,215.13
1767,2023-09-10,Елена Новикова,144.72
1768,2023-09-10,Михаил Смирнов,153.7
1769,2023-09-10,Сергей Антонов,166.54
1770,2023-09-10,Максим Иванов,151.31
1771,2023-09-11,Иван Петров,150.85
1772,2023-09-11,Мария Сидорова,81.32
1773,2023-09-11,Алексей Козлов,105.84
1774,2023-09-11,Елена Новикова,77.73
1775,2023-09-11,Михаил Смирнов,60.4
1776,2023-09-11,Сергей Антонов,81.65
1777,2023-09-11,Максим Иванов,98.89
1778,2023-09-12,Иван Петров,87.12
1779,2023-09-12,Мария Сидорова,79.23
1780,2023-09-12,Алексей Козлов,57.81
1781,2023-09-12,Елена Новикова,97.51
1782,2023-09-12,Михаил Смирнов,54.86
1783,2023-09-12,Сергей Антонов,122.8
1784,2023-09-12,Максим Иванов,102.47
1785,2023-09-13,Иван Петров,56.27
1786,2023-09-13,Мария Сидорова,90.72
1787,2023-09-13,Алексей Козлов,77.44
1788,2023-09-13,Елена Новикова,109.58
1789,2023-09-13,Михаил Смирнов,140.21
1790,2023-09-13,Сергей Антонов,43.74
1791,2023-09-13,Максим Иванов,103.45
1792,2023-09-14,Иван Петров,95.2
1793,2023-09-14,Мария Сидорова,120.14
1794,2023-09-14,Алексей Козлов,106.4
1795,2023-09-14,Елена Новикова,77.44
1796,2023-09-14,Михаил Смирнов,90.43
1797,2023-09-14,Сергей Антонов,76.12
1798,2023-09-14,Максим Иванов,132.28
1799,2023-09-15,Иван Петров,100.64
1800,2023-09-15,Мария Сидорова,157.04
1801,2023-09-15,Алексей Козлов,98.18
1802,2023-09-15,Елена Новикова,78.75
1803,2023-09-15,Михаил Смирнов,54.59
1804,2023-09-15,Сергей Антонов,45.91
1805,2023-09-15,Максим Иванов,52.48
1806,2023-09-16,Иван Петров,158.01
1807,2023-09-16,Мария Сидорова,165.26
1808,2023-09-16,Алексей Козлов,102.56
1809,2023-09-16,Елена Новикова,176.85
1810,2023-09-16,Михаил Смирнов,135.51
1811,2023-09-16,Сергей Антонов,154.4
1812,2023-09-16,Максим Иванов,198.37
1813,2023-09-17,Иван Петров,176.91
1814,2023-09-17,Мария Сидорова,141.94
1815,2023-09-17,Алексей Козлов,123.26
1816,2023-09-17,Елена Новикова,85.45
1817,2023-09-17,Михаил Смирнов,128.43
1818,2023-09-17,Сергей Антонов,143.67
1819,2023-09-17,Максим Иванов,120.38
1820,2023-09-18,Иван Петров,96.06
1821,2023-09-18,Мария Сидорова,102.31
1822,2023-09-18,Алексей Козлов,93.25
1823,2023-09-18,Елена Новикова,80.5
1824,2023-09-18,Михаил Смирнов,105.06
1825,2023-09-18,Сергей Антонов,113.26
1826,2023-09-18,Максим Иванов,67.29
1827,2023-09-19,Иван Петров,142.33
1828,2023-09-19,Мария Сидорова,97.04
1829,2023-09-19,Алексей Козлов,100.57
1830,2023-09-19,Елена Новикова,121.25
1831,2023-09-19,Михаил Смирнов,107.0
1832,2023-09-19,Сергей Антонов,128.59
1833,2023-09-19,Максим Иванов,108.61
1834,2023-09-20,Иван Петров,81.63
1835,2023-09-20,Мария Сидорова,110.85
1836,2023-09-20,Алексей Козлов,65.69
1837,2023-09-20,Елена Новикова,103.26
1838,2023-09-20,Михаил Смирнов,99.0
1839,2023-09-20,Сергей Антонов,93.76
1840,2023-09-20,Максим Иванов,96.14
1841,2023-09-21,Иван Петров,43.54
1842,2023-09-21,Мария Сидорова,83.54
1843,2023-09-21,Алексей Козлов,102.79
1844,2023-09-21,Елена Новикова,104.8
1845,2023-09-21,Михаил Смирнов,69.17
1846,2023-09-21,Сергей Антонов,137.97
1847,2023-09-21,Максим Иванов,74.01
1848,2023-09-22,Иван Петров,129.08
1849,2023-09-22,Мария Сидорова,112.82
1850,2023-09-22,Алексей Козлов,80.61
1851,2023-09-22,Елена Новикова,153.26
1852,2023-09-22,Михаил Смирнов,64.19
1853,2023-09-22,Сергей Антонов,127.57
1854,2023-09-22,Максим Иванов,130.02
1855,2023-09-23,Иван Петров,129.88
1856,2023-09-23,Мария Сидорова,191.77
1857,2023-09-23,Алексей Козлов,142.5
1858,2023-09-23,Елена Новикова,158.66
1859,2023-09-23,Михаил Смирнов,157.81
1860,2023-09-23,Сергей Антонов,145.97
1861,2023-09-23,Максим Иванов,174.32
1862,2023-09-24,Иван Петров,173.8
1863,2023-09-24,Мария Сидорова,97.54
1864,2023-09-24,Алексей Козлов,189.13
1865,2023-09-24,Елена Новикова,100.13
1866,2023-09-24,Михаил Смирнов,180.98
1867,2023-09-24,Сергей Антонов,183.8
1868,2023-09-24,Максим Иванов,117.27
1869,2023-09-25,Иван Петров,87.68
1870,2023-09-25,Мария Сидорова,66.83
1871,2023-09-25,Алексей Козлов,93.55
1872,2023-09-25,Елена Новикова,90.76
1873,2023-09-25,Михаил Смирнов,123.39
1874,2023-09-25,Сергей Антонов,139.31
1875,2023-09-25,Максим Иванов,141.87
1876,2023-09-26,Иван Петров,83.13
1877,2023-09-26,Мария Сидорова,93.72
1878,2023-09-26,Алексей Козлов,49.5
1879,2023-09-26,Елена Новикова,75.82
1880,2023-09-26,Михаил Смирнов,128.95
1881,2023-09-26,Сергей Антонов,148.47
1882,2023-09-26,Максим Иванов,62.97
1883,2023-09-27,Иван Петров,82.23
1884,2023-09-27,Мария Сидорова,99.21
1885,2023-09-27,Алексей Козлов,108.4
1886,2023-09-27,Елена Новикова,75.71
1887,2023-09-27,Михаил Смирнов,112.72
1888,2023-09-27,Сергей Антонов,85.78
1889,2023-09-27,Максим Иванов,99.57
1890,2023-09-28,Иван Петров,116.39
1891,2023-09-28,Мария Сидорова,100.19
1892,2023-09-28,Алексей Козлов,86.91
1893,2023-09-28,Елена Новикова,96.71
1894,2023-09-28,Михаил Смирнов,97.35
1895,2023-09-28,Сергей Антонов,88.9
1896,2023-09-28,Максим Иванов,92.24
1897,2023-09-29,Иван Петров,147.96
1898,2023-09-29,Мария Сидорова,116.83
1899,2023-09-29,Алексей Козлов,91.14
1900,2023-09-29,Елена Новикова,120.91
1901,2023-09-29,Михаил Смирнов,89.99
1902,2023-09-29,Сергей Антонов,135.19
1903,2023-09-29,Максим Иванов,111.09
1904,2023-09-30,Иван Петров,146.78
1905,2023-09-30,Мария Сидорова,163.43
1906,2023-09-30,Алексей Козлов,102.87
1907,2023-09-30,Елена Новикова,116.2
1908,2023-09-30,Михаил Смирнов,114.18
1909,2023-09-30,Сергей Антонов,154.29
1910,2023-09-30,Максим Иванов,201.98
1911,2023-10-01,Иван Петров,216.94
1912,2023-10-01,Мария Сидорова,169.14
1913,2023-10-01,Алексей Козлов,165.03
1914,2023-10-01,Елена Новикова,95.97
1915,2023-10-01,Михаил Смирнов,133.72
1916,2023-10-01,Сергей Антонов,126.37
1917,2023-10-01,Максим Иванов,131.37
1918,2023-10-02,Иван Петров,94.96
1919,2023-10-02,Мария Сидорова,85.84
1920,2023-10-02,Алексей Козлов,40.62
1921,2023-10-02,Елена Новикова,122.44
1922,2023-10-02,Михаил Смирнов,67.82
1923,2023-10-02,Сергей Антонов,107.18
1924,2023-10-02,Максим Иванов,162.22
1925,2023-10-03,Иван Петров,72.42
1926,2023-10-03,Мария Сидорова,24.09
1927,2023-10-03,Алексей Козлов,91.42
1928,2023-10-03,Елена Новикова,133.03
1929,2023-10-03,Михаил Смирнов,158.75
1930,2023-10-03,Сергей Антонов,63.11
1931,2023-10-03,Максим Иванов,114.9
1932,2023-10-04,Иван Петров,86.04
1933,2023-10-04,Мария Сидорова,96.82
1934,2023-10-04,Алексей Козлов,179.33
1935,2023-10-04,Елена Новикова,54.91
1936,2023-10-04,Михаил Смирнов,107.61
1937,2023-10-04,Сергей Антонов,114.03
1938,2023-10-04,Максим Иванов,132.57
1939,2023-10-05,Иван Петров,102.94
1940,2023-10-05,Мария Сидорова,109.24
1941,2023-10-05,Алексей Козлов,88.25
1942,2023-10-05,Елена Новикова,108.07
1943,2023-10-05,Михаил Смирнов,89.7
1944,2023-10-05,Сергей Антонов,118.65
1945,2023-10-05,Максим Иванов,88.91
1946,2023-10-06,Иван Петров,111.31
1947,2023-10-06,Мария Сидорова,99.12
1948,2023-10-06,Алексей Козлов,133.78
1949,2023-10-06,Елена Новикова,98.46
1950,2023-10-06,Михаил Смирнов,46.81
1951,2023-10-06,Сергей Антонов,137.86
1952,2023-10-06,Максим Иванов,72.83
1953,2023-10-07,Иван Петров,130.39
1954,2023-10-07,Мария Сидорова,132.13
1955,2023-10-07,Алексей Козлов,191.23
1956,2023-10-07,Елена Новикова,85.93
1957,2023-10-07,Михаил Смирнов,244.13
1958,2023-10-07,Сергей Антонов,181.68
1959,2023-10-07,Максим Иванов,156.7
1960,2023-10-08,Иван Петров,148.35
1961,2023-10-08,Мария Сидорова,158.57
1962,2023-10-08,Алексей Козлов,165.63
1963,2023-10-08,Елена Новикова,169.36
1964,2023-10-08,Михаил Смирнов,166.67
1965,2023-10-08,Сергей Антонов,152.69
1966,2023-10-08,Максим Иванов,144.08
1967,2023-10-09,Иван Петров,95.46
1968,2023-10-09,Мария Сидорова,94.15
1969,2023-10-09,Алексей Козлов,134.01
1970,2023-10-09,Елена Новикова,117.81
1971,2023-10-09,Михаил Смирнов,11.79
1972,2023-10-09,Сергей Антонов,119.68
1973,2023-10-09,Максим Иванов,105.84
1974,2023-10-10,Иван Петров,99.44
1975,2023-10-10,Мария Сидорова,88.34
1976,2023-10-10,Алексей Козлов,133.72
1977,2023-10-10,Елена Новикова,128.43
1978,2023-10-10,Михаил Смирнов,76.81
1979,2023-10-10,Сергей Антонов,112.21
1980,2023-10-10,Максим Иванов,70.85
1981,2023-10-11,Иван Петров,58.61
1982,2023-10-11,Мария Сидорова,81.2
1983,2023-10-11,Алексей Козлов,125.87
1984,2023-10-11,Елена Новикова,128.59
1985,2023-10-11,Михаил Смирнов,115.39
1986,2023-10-11,Сергей Антонов,121.75
1987,2023-10-11,Максим Иванов,115.49
1988,2023-10-12,Иван Петров,80.76
1989,2023-10-12,Мария Сидорова,112.96
1990,2023-10-12,Алексей Козлов,124.01
1991,2023-10-12,Елена Новикова,122.63
1992,2023-10-12,Михаил Смирнов,135.67
1993,2023-10-12,Сергей Антонов,121.25
1994,2023-10-12,Максим Иванов,110.54
1995,2023-10-13,Иван Петров,132.1
1996,2023-10-13,Мария Сидорова,99.2
1997,2023-10-13,Алексей Козлов,73.54
1998,2023-10-13,Елена Новикова,95.11
1999,2023-10-13,Михаил Смирнов,77.65
2000,2023-10-13,Сергей Антонов,79.74
2001,2023-10-13,Максим Иванов,95.66
2002,2023-10-14,Иван Петров,126.23
2003,2023-10-14,Мария Сидорова,140.76
2004,2023-10-14,Алексей Козлов,93.19
2005,2023-10-14,Елена Новикова,156.4
2006,2023-10-14,Михаил Смирнов,150.04
2007,2023-10-14,Сергей Антонов,125.49
2008,2023-10-14,Максим Иванов,169.78
2009,2023-10-15,Иван Петров,178.13
2010,2023-10-15,Мария Сидорова,101.77
